example_id                                                                         | status | run_time        |
./spec/models/user_spec.rb[1:2:2]                                                  | passed | 0.11632 seconds |
./spec/models/user_spec.rb[1:2:3]                                                  | passed | 0.12031 seconds |
./spec/models/user_spec.rb[1:3:1]                                                  | passed | 0.11875 seconds |
./spec/models/user_spec.rb[1:4:1]                                                  | passed | 0.14824 seconds |
./spec/models/user_spec.rb[1:4:2]                                                  | passed | 0.12637 seconds |
./spec/models/user_spec.rb[1:5:1]                                                  | passed | 0.13574 seconds |
./spec/models/user_spec.rb[1:5:2]                                                  | passed | 0.1295 seconds  |
./spec/models/user_spec.rb[1:5:3]                                                  | passed | 0.13025 seconds |
./spec/models/user_spec.rb[1:6:1]                                                  | passed | 0.12791 seconds |
./spec/models/user_spec.rb[1:6:2]                                                  | passed | 0.13472 seconds |
./spec/models/user_spec.rb[1:6:3]                                                  | passed | 0.12188 seconds |
./spec/models/user_spec.rb[1:7:1:1]                                                | passed | 0.13643 seconds |
./spec/models/user_spec.rb[1:7:1:2]                                                | passed | 0.13454 seconds |
./spec/models/user_spec.rb[1:7:2:1]                                                | passed | 0.12673 seconds |
./spec/models/user_spec.rb[1:7:2:2]                                                | passed | 0.13312 seconds |
./spec/models/user_spec.rb[1:7:3:1]                                                | passed | 0.15455 seconds |
./spec/models/user_spec.rb[1:7:4:1]                                                | passed | 0.16036 seconds |
./spec/models/user_spec.rb[1:7:5]                                                  | passed | 0.16825 seconds |
./spec/models/user_spec.rb[1:7:6:1]                                                | passed | 0.20767 seconds |
./spec/models/user_spec.rb[1:8:1:1]                                                | passed | 0.12147 seconds |
